start_ip,end_ip,join_key,name,domain,type,asn,as_name,as_domain,as_type,country,
122.3.141.35,122.3.141.35,122.3.0.0,SMEMLB2014020778356_DONMACZEN INTERNET CAFE',pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.187.3.160,12.187.3.167,12.187.0.0,GEORGIA TECHNOLOGY AUTHORITY,georgia.gov,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
109.168.20.64,109.168.20.67,109.168.0.0,DR CORRADINI FABRIZIO . - 6285894,irideos.it,hosting,AS5602,IRIDEOS S.P.A.,irideos.it,hosting,IT,
122.209.142.120,122.209.142.127,122.209.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
122.52.117.22,122.52.117.22,122.52.0.0,32-2369109_HELEN A MANABA,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.41.79.248,12.41.79.255,12.41.0.0,OAKLAND ECO DENTAL,oaklandecodental.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
103.182.32.0,103.182.33.255,103.182.0.0,RAJESHLAL IT NETWORK,rajeshlal.in,business,AS138306,VINITA TECH,gbsind.com,isp,IN,
12.176.0.16,12.176.0.23,12.176.0.0,DILLARDS INC,dillards.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.58.214.208,108.58.214.231,108.58.0.0,Cablevision Systems Corp.,cablevision.com,isp,AS6128,Cablevision Systems Corp.,cablevision.com,isp,US,
114.160.63.248,114.160.63.255,114.160.0.0,NTT COMMUNICATIONS CORPORATION,ntt.com,isp,AS4713,NTT Communications Corporation,ntt.com,isp,JP,
122.226.101.76,122.226.101.79,122.226.0.0,CHINANET-ZJ Jinhua node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.51.16.112,12.51.16.127,12.51.0.0,FUNDTECH CORP,finastra.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.147.146.144,12.147.146.159,12.147.0.0,RJ CARROLL COMPANY,rjcarroll.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.105.235.148,124.105.235.148,124.105.0.0,2-8562096_ENSAYMADA LATIK INC.,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
108.170.46.144,108.170.46.151,108.170.0.0,INTERNAL-OPERATIONS-Secured Servers Repossess Holding,phoenixnap.com,hosting,AS20454,SECURED SERVERS LLC,securedservers.com,hosting,US,
116.228.211.16,116.228.211.23,116.228.0.0,Xinxi Dasha,online.sh.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
108.63.17.0,108.63.17.15,108.63.0.0,Rogers Communications Canada Inc.,rogers.com,isp,AS812,Rogers Communications Canada Inc.,rogers.com,isp,CA,
119.93.229.123,119.93.229.123,119.93.0.0,CBGDGT2017020706392_DEPARTMENT OF ENVIRONMENT AND NATURAL RESOURCES-CENTRAL OFFICE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.228.133.88,122.228.133.95,122.228.0.0,wenzhou chonglang,wz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.159.165.64,12.159.165.95,12.159.0.0,SBC IS WIFI OPERATIONS,sbc.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
103.150.42.0,103.150.43.255,103.150.0.0,Samaritan's Fellowship Foundation,samaritansfellowship.org,business,AS138172,Boom Info Tech (SMC-Pvt) Ltd,boominfotech.net,isp,PK,
108.63.10.232,108.63.10.247,108.63.0.0,Primus Telecommunications Canada Inc.,primus.ca,isp,AS6407,Primus Telecommunications Canada Inc.,primus.ca,isp,CA,
123.231.134.40,123.231.134.47,123.231.0.0,BLUE BIRD TAXI,lintasarta.net,isp,AS4800,PT Aplikanusa Lintasarta,lintasarta.net,isp,ID,
122.52.143.170,122.52.143.170,122.52.0.0,"SMETBX2016010750938_Holy Name University, Inc.",hnu.edu.ph,education,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.185.149.192,12.185.149.199,12.185.0.0,CHAMBERS  OWEN,chambers-owen.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.217.102.32,122.217.102.39,122.217.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
12.218.32.192,12.218.32.255,12.218.0.0,EDGARS BAKERY,edgarsbakery.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
109.224.204.152,109.224.205.39,109.224.0.0,DSL Line Allocation,gradwell.com,isp,AS29676,Gradwell Communications Limited,gradwell.com,isp,GB,
119.92.73.28,119.92.73.28,119.92.0.0,CBGCLP2021051815569_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.189.174.144,12.189.174.151,12.189.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.234.63.80,12.234.63.87,12.234.0.0,TRIPLE S STEEL COMPANY,sss-steel.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
115.147.14.17,115.147.14.17,115.147.0.0,CBGIMU2021073028404_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.226.190.184,12.226.190.191,12.226.0.0,BATTERY SOURCE,batterysource.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
102.22.218.121,102.22.218.121,102.22.0.0,Ifeoma Maduka (support@ngcomworld.com) (08090203800),ngcomnetworks.com,isp,AS37347,NGCOM,ngcomworld.com,isp,NG,
119.81.181.192,119.81.181.223,119.81.0.0,WIS Internet Limited,wis.com.tw,business,AS36351,SoftLayer Technologies Inc.,softlayer.com,isp,TW,
12.110.152.5,12.110.152.5,12.110.0.0,SHOTWELL HYDROGENICS,controlinternetsolutions.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
113.33.77.232,113.33.77.247,113.33.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
12.71.109.176,12.71.109.183,12.71.0.0,BOHANNON DEVELOPMENT CORPORATI,bohannondevelopment.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.181.175.16,12.181.175.31,12.181.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.107.122.151,124.107.122.151,124.107.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.52.113.193,122.52.113.193,122.52.0.0,SMETND2016071521000_GRIND MASTER SALES & MKTG. CORP.,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
112.78.187.60,112.78.187.63,112.78.0.0,PT ASTRA SEDAYA FINANCE,biznetnetworks.com,isp,AS17451,BIZNET NETWORKS,biznetnetworks.com,isp,ID,
12.192.30.120,12.192.30.127,12.192.0.0,FRESH START VITAMIN CO,freshstartvitamins.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
118.174.40.132,118.174.40.135,118.174.0.0,"laomee sao,Rayong Province",ntplc.co.th,business,AS131293,TOT Public Company Limited,tot.co.th,isp,TH,
104.157.54.0,104.157.55.255,104.157.0.0,TELUS-HSIA-CLGRABAT,telus.com,isp,AS852,TELUS Communications Inc.,telus.com,isp,CA,
12.177.49.32,12.177.49.95,12.177.0.0,PENNSYLVANIA TURNPIKE CO,paturnpike.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.1.57.112,122.1.57.127,122.1.0.0,NTT COMMUNICATIONS CORPORATION,ntt.com,isp,AS4713,NTT Communications Corporation,ntt.com,isp,JP,
122.186.42.184,122.186.43.23,122.186.0.0,BHARTI TELENET LTD. NEW DELHI,airtel.in,isp,AS9498,BHARTI Airtel Ltd.,airtel.in,isp,IN,
108.161.35.0,108.161.35.7,108.161.0.0,GOCO TECHNOLOGY LIMITED PARTNERSHIP,radiant.net,isp,AS21724,GOCO TECHNOLOGY LIMITED PARTNERSHIP,radiant.net,isp,,
12.187.241.24,12.187.241.31,12.187.0.0,MILLER OFFICE EQUIPMENT I,milleroffice.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
115.147.39.182,115.147.39.182,115.147.0.0,SMEMOL2021100428563_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
124.104.100.142,124.104.100.142,124.104.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.165.7.96,12.165.7.103,12.165.0.0,TURNER TELECO-ALEXANDRIA-LOUI,att-mail.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.210.250.48,12.210.250.55,12.210.0.0,SCHNEIDER NATIONAL,schneider.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
103.146.64.0,103.146.65.255,103.146.0.0,MBO holdings Inc.,ixnet.jp,isp,AS131960,MBO holdings Inc.,ixnet.jp,isp,JP,
124.106.155.79,124.106.155.79,124.106.0.0,28565041_GEARHEAD INC./JBL SOUND GALLERY,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
103.103.6.0,103.103.7.255,103.103.0.0,CloudWell Limited,cloudwell.co,business,AS137049,CloudWell Limited,cloudwell.co,business,BD,
122.227.155.16,122.227.155.19,122.227.0.0,"Yuyao Shunchi Auto Sales & Services Co.,Ltd",hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.220.184.144,12.220.184.151,12.220.0.0,METTEL-ORTHOCAROLINA,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
103.44.176.0,103.44.179.255,103.44.0.0,"Guangming Online Communication Co.,Ltd",gmw.cn,business,AS4847,China Networks Inter-Exchange,bta.net.cn,isp,CN,
122.224.189.168,122.224.189.175,122.224.0.0,TELECOM,telecominc.com,isp,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.217.71.8,12.217.71.15,12.217.0.0,STATEWIDE STRIPES INC,statewidestripes.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.110.164.96,12.110.164.111,12.110.0.0,CLASSIC METALS SUPPLIERS,classicmetals.us,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
103.41.44.0,103.41.47.255,103.41.0.0,Five network Broadband Solution Pvt Ltd,fivenetwork.co.in,isp,AS132768,Five network Broadband Solution Pvt Ltd,fivenetwork.co.in,isp,IN,
122.208.55.216,122.208.55.255,122.208.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
104.227.2.80,104.227.2.95,104.227.0.0,B2 Net Solutions Inc.,servermania.com,isp,AS55286,B2 Net Solutions Inc.,servermania.com,isp,US,
12.42.8.96,12.42.8.111,12.42.0.0,VELOCITY THE GREATEST PHONE-B,velocitymsc.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.226.80.140,122.226.80.143,122.226.0.0,Yu Liuqing,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
104.160.173.128,104.160.173.159,104.160.0.0,ChangeIP,changeip.com,business,AS46844,Sharktech,sharktech.net,hosting,US,
12.206.222.77,12.206.222.77,12.206.0.0,"ATTSI, INFO TECHNOLOGYN OPERA",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.185.50.163,122.185.50.163,122.185.0.0,JUBILANT FOOD WORKS LIMITED,jublfood.com,education,AS9498,BHARTI Airtel Ltd.,airtel.in,isp,IN,
108.231.211.32,108.231.211.47,108.231.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.171.202.168,12.171.202.175,12.171.0.0,"HAYNES MOTOR LINES, INC",haynesmotorlines.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.224.43.80,108.224.43.95,108.224.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.104.100.196,124.104.100.197,124.104.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.29.74.208,12.29.74.215,12.29.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.30.69.24,12.30.69.31,12.30.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.3.167.60,122.3.167.60,122.3.0.0,"SMELBS2018021961621_Euro Products, Inc.",europroducts.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
109.109.78.64,109.109.78.95,109.109.0.0,DHCP for Destinasjon Gautefall,telefiber.no,isp,AS31726,Telefiber AS,atb-nett.no,isp,NO,
103.205.188.0,103.205.191.255,103.205.0.0,"Beijing Zhongchuang Space Network Technology Co.,Ltd.",cnnic.cn,business,,,,unknown,CN,
12.215.43.64,12.215.43.79,12.215.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.133.38.200,12.133.38.207,12.133.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
114.160.59.240,114.160.59.247,114.160.0.0,Singtel LTD,singtel.com,isp,AS4713,NTT Communications Corporation,ntt.com,isp,JP,
121.31.113.252,121.31.113.255,121.31.0.0,GuiLinLingChuanXianLingQingLuGaoSuGongLuYunYingGuanLiChu,chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
119.93.212.169,119.93.212.169,119.93.0.0,SMECMN2020073056444_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.54.100.77,122.54.100.77,122.54.0.0,SMEBPZ2018120369238_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
108.170.31.160,108.170.31.167,108.170.0.0,SECURED SERVERS LLC,phoenixnap.com,hosting,AS20454,SECURED SERVERS LLC,securedservers.com,hosting,,
107.196.160.216,107.196.160.223,107.196.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.163.137.0,108.163.137.31,108.163.0.0,Integrator,integrator.com.br,business,AS32613,iWeb Technologies Inc.,iweb.com,hosting,BR,
116.236.246.176,116.236.246.179,116.236.0.0,"Peidigao Business Consult (Shanghai) Co., Ltd.",online.sh.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
122.3.22.44,122.3.22.44,122.3.0.0,SMEGPK2021011147640_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.181.130.88,12.181.130.95,12.181.0.0,DUPAGE MEDICAL GROUP,dulyhealthandcare.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.55.64.64,122.55.64.95,122.55.0.0,"1-14REMLC_INTEGRATED MICRO-ELECTRONICS, INC.",pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.231.28.88,12.231.28.95,12.231.0.0,CCT TELECOMUNICATIONS INC-MOD,4cct.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.131.173.0,12.131.173.15,12.131.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.105.24.105,124.105.24.105,124.105.0.0,"CBGDPG2017081196437_E-BUSINESS SERVICES, INC.",ebusinessphil.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
115.42.227.88,115.42.227.95,115.42.0.0,ZOFF I SINGAPORE PTE. LTD,zoff.sg,business,AS3758,SingNet,singnet.com.sg,isp,SG,
122.3.22.162,122.3.22.162,122.3.0.0,SMEHGY2021010902169_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
124.106.119.86,124.106.119.86,124.106.0.0,CBGQPO2013030474476_Mineski Corporation,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
115.147.14.16,115.147.14.16,115.147.0.0,SMESOT2021072597848_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.3.170.136,122.3.170.143,122.3.0.0,"SMEMCN2013060352519_XENIOS HOTEL GROUP, INC.",pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.22.82.168,12.22.82.183,12.22.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
116.228.41.172,116.228.41.175,116.228.0.0,"Shanghai Lianyou Internet Technology Co., Ltd.",online.sh.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
107.200.236.104,107.200.236.111,107.200.0.0,Lottie Berry08072012171036892,lottieberryman.co.uk,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
104.177.83.40,104.177.83.47,104.177.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.154.125.224,12.154.125.231,12.154.0.0,ABBCO SERVICE CORP,abbcoserv.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.161.43.120,108.161.43.127,108.161.0.0,GOCO TECHNOLOGY LIMITED PARTNERSHIP,goco.ca,isp,AS21724,GOCO TECHNOLOGY LIMITED PARTNERSHIP,radiant.net,isp,CA,
103.28.48.0,103.28.49.255,103.28.0.0,VODIEN AUSTRALIA PTY LTD,dreamscapenetworks.com,hosting,AS38719,Dreamscape Networks Limited,dreamscapenetworks.com,hosting,AU,
122.2.4.200,122.2.4.207,122.2.0.0,1-16T7TLR_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
103.183.44.0,103.183.45.255,103.183.0.0,PATEL INTERNET PRIVATE LIMITED,patelinternet.in,business,,,,unknown,IN,
122.52.53.202,122.52.53.202,122.52.0.0,SMECLA2022071867331_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.53.211.224,122.53.211.239,122.53.0.0,1-15ZJCBE_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
108.249.194.200,108.249.194.215,108.249.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.173.240.0,107.173.240.255,107.173.0.0,RapidDedi Investments LTD 516109774,rapiddedi.com,business,AS36352,ColoCrossing,colocrossing.com,hosting,IL,
12.227.43.192,12.227.43.231,12.227.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.106.61.23,124.106.61.23,124.106.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.55.107.184,122.55.107.199,122.55.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.227.197.64,122.227.197.67,122.227.0.0,Xianjiang Cao,zjtelecom.com,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
103.8.230.0,103.8.230.255,103.8.0.0,Korea Astronomy Observatory,kasi.re.kr,isp,AS9275,Korea Astronomy Observatory,kasi.re.kr,isp,KR,
119.75.0.64,119.75.0.79,119.75.0.0,VMG PERFORMANCE PTE LTD,spisalesasia.com,business,AS3758,SingNet,singnet.com.sg,isp,SG,
124.105.76.70,124.105.76.70,124.105.0.0,18-4003780_MICHEL J LHUILLIER PAWNSHOP INC,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.193.207.138,12.193.207.138,12.193.0.0,SPACENET-BOZZUTOS,space.net,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.224.13.16,122.224.13.19,122.224.0.0,ZhuJi TianjieHuanJing,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.193.54.184,12.193.54.191,12.193.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
119.93.149.236,119.93.149.236,119.93.0.0,SMECDO2017101789841_DEPARTMENT OF EDUCATION,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
122.227.173.176,122.227.173.179,122.227.0.0,"Zhejiang Zhaotong Property Co.,Ltd",hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
119.92.174.80,119.92.174.83,119.92.0.0,"1-145JELV_TAPSERVICES, INC.",pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
104.176.62.176,104.176.62.183,104.176.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.190.138.48,107.190.138.50,107.190.0.0,Hostdime,hostdime.com,hosting,AS33182,"HostDime.com, Inc.",hostdime.com,hosting,US,
116.228.39.12,116.228.39.15,116.228.0.0,"The British Virgin Islands Puluolai Business Co., Ltd., Shanghai Rep. Office",online.sh.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN,
12.164.179.232,12.164.179.239,12.164.0.0,GEORGIA TECHNOLOGY AUTHORITY,georgia.gov,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
123.15.37.56,123.15.37.59,123.15.0.0,"JIANYZZJS Corp,",zz.ha.cn,business,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN,
122.224.99.80,122.224.99.87,122.224.0.0,"Zhejiang Jinshun Industrial Co., Ltd.",none.com,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
108.176.20.160,108.176.20.255,108.176.0.0,Charter Communications Inc,spectrum.com,isp,AS11351,Charter Communications Inc,charter.com,isp,US,
104.50.78.48,104.50.78.55,104.50.0.0,CURTIS Wells,curtiswellsutah.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.218.120.56,12.218.120.63,12.218.0.0,KEYSTONE POWDERED METAL COMPAN,keystonepm.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
113.32.187.160,113.32.187.167,113.32.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
12.188.4.112,12.188.4.127,12.188.0.0,OLAM AMERICAS,olamgroup.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.11.163.64,12.11.163.79,12.11.0.0,"BEST BUY CO, INC.",bestbuy.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.107.122.242,124.107.122.242,124.107.0.0,SMESSN2020120278968_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
124.106.79.38,124.106.79.38,124.106.0.0,44-7604839_ORIENT PEARL ENTERTAINMENT AND MANAG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.26.168.200,12.26.168.207,12.26.0.0,RS NORTHEAST LLC,rsnortheast.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.213.189.160,122.213.189.167,122.213.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP,
12.218.248.32,12.218.248.63,12.218.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
116.90.97.0,116.90.97.0,116.90.0.0,Gerrys Information Technology Pvt Ltd.,gerrys.net,isp,AS141212,MyNet Broadband (Pvt.) Ltd,mynet.pk,isp,PK,
107.7.197.180,107.7.197.199,107.7.0.0,Windstream Communications LLC,windstream.com,isp,AS7029,Windstream Communications LLC,windstream.com,isp,US,
1.179.197.0,1.179.197.199,1.179.0.0,TOT Public Company Limited,tot.co.th,isp,AS23969,TOT Public Company Limited,ntplc.co.th,isp,TH,
12.168.177.128,12.168.177.159,12.168.0.0,DILLARDS INC,dillards.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.167.242.224,12.167.242.239,12.167.0.0,HORIZON COMMUNICATIONS CORP-I,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.211.158.136,107.211.158.143,107.211.0.0,LEONARDO AVILA01172013130735291,atendedor.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
108.210.190.184,108.210.190.191,108.210.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.14.9.24,12.14.9.63,12.14.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.189.26.160,12.189.26.175,12.189.0.0,HOSIE RICE LLP,hosielaw.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.186.103.32,12.186.103.39,12.186.0.0,"LEVEL 3, LLC",level3n.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.209.52.96,12.209.52.103,12.209.0.0,DELAWARE NORTH COMPANIES INC,delawarenorth.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.19.204.232,12.19.204.239,12.19.0.0,BRAZOS MASONRY INC,brazosmasonry.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.214.60.224,12.214.60.231,12.214.0.0,AMI AIR CONDITIONING,amiair.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.192.162.32,12.192.162.63,12.192.0.0,EKG IT INC.,ekgit.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
117.239.110.144,117.239.110.151,117.239.0.0,TEA MANUFACTURERS SERVICE INDL. COOP. SOCIETY LTD,sancharnet.in,isp,AS9829,National Internet Backbone,bsnl.co.in,isp,IN,
12.156.239.152,12.156.239.159,12.156.0.0,RK HALL CONSTRUCTION LLC,rkhallconstruction.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.7.116.168,12.7.116.175,12.7.0.0,PANERA BREAD,panerabread.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
107.195.69.240,107.195.69.247,107.195.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
124.105.207.20,124.105.207.20,124.105.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
115.238.131.76,115.238.131.79,115.238.0.0,ningbo jinxin ltd,zjtelecom.com,business,AS4134,CHINANET-BACKBONE,chinatelecom.com.cn,isp,CN,
12.222.248.168,12.222.248.175,12.222.0.0,HOME DEPOT,homedepot.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.36.227.104,12.36.227.111,12.36.0.0,JOHNSON CONTROLS,johnsoncontrols.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
122.52.233.45,122.52.233.45,122.52.0.0,RBGSUB2018022150676_WATERCRAFT VENTURE CORP/OCEANWEARHOUSE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH,
12.47.67.176,12.47.67.183,12.47.0.0,BROWN TRUCKING CO,brown-ic.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US,
12.216.100.128,12.216.100.159,12.216.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US,
